0.000000 4.124022 -0.200000 4.124022 -0.200000 4.124022 -0.200000 
0.010000 4.112272 -0.199800 4.112272 -0.199800 4.112272 -0.199800 
0.020000 4.100998 -0.199600 4.100998 -0.199600 4.100998 -0.199600 
0.030000 4.090171 -0.199401 4.090171 -0.199401 4.090171 -0.199401 
0.040000 4.079765 -0.199202 4.079765 -0.199202 4.079765 -0.199202 
0.050000 4.069754 -0.199002 4.069754 -0.199002 4.069754 -0.199002 
0.060000 4.060114 -0.198804 4.060114 -0.198804 4.060114 -0.198804 
0.070000 4.050824 -0.198605 4.050824 -0.198605 4.050824 -0.198605 
0.080000 4.041861 -0.198406 4.041861 -0.198406 4.041861 -0.198406 
0.090000 4.033206 -0.198208 4.033206 -0.198208 4.033206 -0.198208 
0.100000 4.024842 -0.198010 4.024842 -0.198010 4.024842 -0.198010 
0.110000 4.016749 -0.197812 4.016749 -0.197812 4.016749 -0.197812 
0.120000 4.008912 -0.197614 4.008912 -0.197614 4.008912 -0.197614 
0.130000 4.001316 -0.197417 4.001316 -0.197417 4.001316 -0.197417 
0.140000 3.993947 -0.197220 3.993947 -0.197220 3.993947 -0.197220 
0.150000 3.986789 -0.197022 3.986789 -0.197022 3.986789 -0.197022 
0.160000 3.979832 -0.196825 3.979832 -0.196825 3.979832 -0.196825 
0.170000 3.973063 -0.196629 3.973063 -0.196629 3.973063 -0.196629 
0.180000 3.966470 -0.196432 3.966470 -0.196432 3.966470 -0.196432 
0.190000 3.960044 -0.196236 3.960044 -0.196236 3.960044 -0.196236 
0.200000 3.953774 -0.196040 3.953774 -0.196040 3.953774 -0.196040 
0.210000 3.947651 -0.195844 3.947651 -0.195844 3.947651 -0.195844 
0.220000 3.941666 -0.195648 3.941666 -0.195648 3.941666 -0.195648 
0.230000 3.935812 -0.195452 3.935812 -0.195452 3.935812 -0.195452 
0.240000 3.930080 -0.195257 3.930080 -0.195257 3.930080 -0.195257 
0.250000 3.924463 -0.195062 3.924463 -0.195062 3.924463 -0.195062 
0.260000 3.918955 -0.194867 3.918955 -0.194867 3.918955 -0.194867 
0.270000 3.913548 -0.194672 3.913548 -0.194672 3.913548 -0.194672 
