0.000000 0.992489 -0.150000 0.992489 -0.150000 0.992489 -0.150000 
0.020000 0.986552 -0.149103 0.986552 -0.149103 0.986552 -0.149103 
0.040000 0.980650 -0.148211 0.980650 -0.148211 0.980650 -0.148211 
0.060000 0.974784 -0.147324 0.974784 -0.147324 0.974784 -0.147324 
0.080000 0.968953 -0.146443 0.968953 -0.146443 0.968953 -0.146443 
0.100000 0.963156 -0.145567 0.963156 -0.145567 0.963156 -0.145567 
0.120000 0.957395 -0.144696 0.957395 -0.144696 0.957395 -0.144696 
0.140000 0.951667 -0.143830 0.951667 -0.143830 0.951667 -0.143830 
0.160000 0.945975 -0.142970 0.945975 -0.142970 0.945975 -0.142970 
0.180000 0.940316 -0.142115 0.940316 -0.142115 0.940316 -0.142115 
0.200000 0.934691 -0.141265 0.934691 -0.141265 0.934691 -0.141265 
0.220000 0.929099 -0.140420 0.929099 -0.140420 0.929099 -0.140420 
0.240000 0.923541 -0.139580 0.923541 -0.139580 0.923541 -0.139580 
0.260000 0.918017 -0.138745 0.918017 -0.138745 0.918017 -0.138745 
0.280000 0.912525 -0.137915 0.912525 -0.137915 0.912525 -0.137915 
0.300000 0.907066 -0.137090 0.907066 -0.137090 0.907066 -0.137090 
0.320000 0.901640 -0.136270 0.901640 -0.136270 0.901640 -0.136270 
0.340000 0.896247 -0.135454 0.896247 -0.135454 0.896247 -0.135454 
0.360000 0.890885 -0.134644 0.890885 -0.134644 0.890885 -0.134644 
0.380000 0.885556 -0.133839 0.885556 -0.133839 0.885556 -0.133839 
0.400000 0.880259 -0.133038 0.880259 -0.133038 0.880259 -0.133038 
0.420000 0.874993 -0.132242 0.874993 -0.132242 0.874993 -0.132242 
0.440000 0.869759 -0.131451 0.869759 -0.131451 0.869759 -0.131451 
0.460000 0.864556 -0.130665 0.864556 -0.130665 0.864556 -0.130665 
0.480000 0.859384 -0.129883 0.859384 -0.129883 0.859384 -0.129883 
0.500000 0.854243 -0.129106 0.854243 -0.129106 0.854243 -0.129106 
0.520000 0.849133 -0.128334 0.849133 -0.128334 0.849133 -0.128334 
0.540000 0.844053 -0.127566 0.844053 -0.127566 0.844053 -0.127566 
0.560000 0.839004 -0.126803 0.839004 -0.126803 0.839004 -0.126803 
0.580000 0.833985 -0.126045 0.833985 -0.126045 0.833985 -0.126045 
0.600000 0.828996 -0.125291 0.828996 -0.125291 0.828996 -0.125291 
0.620000 0.824037 -0.124541 0.824037 -0.124541 0.824037 -0.124541 
0.640000 0.819108 -0.123796 0.819108 -0.123796 0.819108 -0.123796 
0.660000 0.814208 -0.123055 0.814208 -0.123055 0.814208 -0.123055 
0.680000 0.809337 -0.122319 0.809337 -0.122319 0.809337 -0.122319 
0.700000 0.804496 -0.121588 0.804496 -0.121588 0.804496 -0.121588 
0.720000 0.799683 -0.120860 0.799683 -0.120860 0.799683 -0.120860 
0.740000 0.794899 -0.120137 0.794899 -0.120137 0.794899 -0.120137 
0.760000 0.790144 -0.119419 0.790144 -0.119419 0.790144 -0.119419 
0.780000 0.785418 -0.118704 0.785418 -0.118704 0.785418 -0.118704 
0.800000 0.780719 -0.117994 0.780719 -0.117994 0.780719 -0.117994 
0.820000 0.776049 -0.117288 0.776049 -0.117288 0.776049 -0.117288 
0.840000 0.771407 -0.116587 0.771407 -0.116587 0.771407 -0.116587 
0.860000 0.766792 -0.115889 0.766792 -0.115889 0.766792 -0.115889 
0.880000 0.762205 -0.115196 0.762205 -0.115196 0.762205 -0.115196 
0.900000 0.757646 -0.114507 0.757646 -0.114507 0.757646 -0.114507 
0.920000 0.753113 -0.113822 0.753113 -0.113822 0.753113 -0.113822 
0.940000 0.748608 -0.113141 0.748608 -0.113141 0.748608 -0.113141 
0.960000 0.744130 -0.112464 0.744130 -0.112464 0.744130 -0.112464 
0.980000 0.739679 -0.111791 0.739679 -0.111791 0.739679 -0.111791 
1.000000 0.735254 -0.111123 0.735254 -0.111123 0.735254 -0.111123 
1.020000 0.730855 -0.110458 0.730855 -0.110458 0.730855 -0.110458 
1.040000 0.726483 -0.109797 0.726483 -0.109797 0.726483 -0.109797 
1.060000 0.722138 -0.109140 0.722138 -0.109140 0.722138 -0.109140 
1.080000 0.717818 -0.108488 0.717818 -0.108488 0.717818 -0.108488 
1.100000 0.713524 -0.107839 0.713524 -0.107839 0.713524 -0.107839 
1.120000 0.709255 -0.107193 0.709255 -0.107193 0.709255 -0.107193 
1.140000 0.705013 -0.106552 0.705013 -0.106552 0.705013 -0.106552 
1.160000 0.700795 -0.105915 0.700795 -0.105915 0.700795 -0.105915 
1.180000 0.696603 -0.105281 0.696603 -0.105281 0.696603 -0.105281 
1.200000 0.692436 -0.104651 0.692436 -0.104651 0.692436 -0.104651 
1.220000 0.688294 -0.104025 0.688294 -0.104025 0.688294 -0.104025 
1.240000 0.684176 -0.103403 0.684176 -0.103403 0.684176 -0.103403 
1.260000 0.680084 -0.102785 0.680084 -0.102785 0.680084 -0.102785 
1.280000 0.676015 -0.102170 0.676015 -0.102170 0.676015 -0.102170 
1.300000 0.671971 -0.101559 0.671971 -0.101559 0.671971 -0.101559 
1.320000 0.667952 -0.100951 0.667952 -0.100951 0.667952 -0.100951 
1.340000 0.663956 -0.100347 0.663956 -0.100347 0.663956 -0.100347 
1.360000 0.659984 -0.099747 0.659984 -0.099747 0.659984 -0.099747 
1.380000 0.656036 -0.099150 0.656036 -0.099150 0.656036 -0.099150 
1.400000 0.652112 -0.098557 0.652112 -0.098557 0.652112 -0.098557 
1.420000 0.648211 -0.097967 0.648211 -0.097967 0.648211 -0.097967 
1.440000 0.644333 -0.097381 0.644333 -0.097381 0.644333 -0.097381 
1.460000 0.640479 -0.096799 0.640479 -0.096799 0.640479 -0.096799 
1.480000 0.636647 -0.096220 0.636647 -0.096220 0.636647 -0.096220 
1.500000 0.632839 -0.095644 0.632839 -0.095644 0.632839 -0.095644 
1.520000 0.629053 -0.095072 0.629053 -0.095072 0.629053 -0.095072 
1.540000 0.625290 -0.094503 0.625290 -0.094503 0.625290 -0.094503 
