-400.00000000 -400.00000000 -5.76855636
-400.00000000 -390.00000000 -6.04854817
-400.00000000 -380.00000000 -6.35737296
-400.00000000 -370.00000000 -6.70466962
-400.00000000 -360.00000000 -7.08552555
-400.00000000 -350.00000000 -7.48380958
-400.00000000 -340.00000000 -7.88528732
-400.00000000 -330.00000000 -8.28977289
-400.00000000 -320.00000000 -8.71097272
-400.00000000 -310.00000000 -9.16187412
-400.00000000 -300.00000000 -9.63575068
-400.00000000 -290.00000000 -10.09777291
-400.00000000 -280.00000000 -10.49432807
-400.00000000 -270.00000000 -10.77126648
-400.00000000 -260.00000000 -10.88111843
-400.00000000 -250.00000000 -10.76412144
-400.00000000 -240.00000000 -10.30874134
-400.00000000 -230.00000000 -9.32089900
-400.00000000 -220.00000000 -7.53861934
-400.00000000 -210.00000000 -4.70985901
-400.00000000 -200.00000000 -0.71313121
-400.00000000 -190.00000000 4.33411883
-400.00000000 -180.00000000 10.04147707
-400.00000000 -170.00000000 15.81831142
-400.00000000 -160.00000000 21.03324613
-400.00000000 -150.00000000 25.19445926
-400.00000000 -140.00000000 28.07293134
-400.00000000 -130.00000000 29.72015548
-400.00000000 -120.00000000 30.38537485
-400.00000000 -110.00000000 30.38412327
-400.00000000 -100.00000000 29.98431830
-400.00000000 -90.00000000 29.35386502
-400.00000000 -80.00000000 28.57223721
-400.00000000 -70.00000000 27.67461788
-400.00000000 -60.00000000 26.68929497
-400.00000000 -50.00000000 25.64658327
-400.00000000 -40.00000000 24.56406498
-400.00000000 -30.00000000 23.42906849
-400.00000000 -20.00000000 22.19627578
-400.00000000 -10.00000000 20.80240727
-400.00000000 0.00000000 19.18566170
-400.00000000 10.00000000 17.29606444
-400.00000000 20.00000000 15.09374354
-400.00000000 30.00000000 12.54504507
-400.00000000 40.00000000 9.62987994
-400.00000000 50.00000000 6.36440455
-400.00000000 60.00000000 2.82822846
-400.00000000 70.00000000 -0.82329036
-400.00000000 80.00000000 -4.37605238
-400.00000000 90.00000000 -7.60186384
-400.00000000 100.00000000 -10.31272803
-400.00000000 110.00000000 -12.40104926
-400.00000000 120.00000000 -13.85027224
-400.00000000 130.00000000 -14.71668231
-400.00000000 140.00000000 -15.09657980
-400.00000000 150.00000000 -15.09614424
-400.00000000 160.00000000 -14.81412620
-400.00000000 170.00000000 -14.33677577
-400.00000000 180.00000000 -13.73787462
-400.00000000 190.00000000 -13.07759034
-400.00000000 200.00000000 -12.39933648
-400.00000000 210.00000000 -11.72826769
