0.000000 0.330830 -0.050000 0.330830 -0.050000 
0.010000 0.330499 -0.049950 0.330499 -0.049950 
0.020000 0.330169 -0.049900 0.330169 -0.049900 
0.030000 0.329839 -0.049850 0.329839 -0.049850 
0.040000 0.329509 -0.049800 0.329509 -0.049800 
0.050000 0.329180 -0.049751 0.329180 -0.049751 
0.060000 0.328851 -0.049701 0.328851 -0.049701 
0.070000 0.328522 -0.049651 0.328522 -0.049651 
0.080000 0.328193 -0.049602 0.328193 -0.049602 
0.090000 0.327865 -0.049552 0.327865 -0.049552 
0.100000 0.327538 -0.049502 0.327538 -0.049502 
0.110000 0.327210 -0.049453 0.327210 -0.049453 
0.120000 0.326883 -0.049404 0.326883 -0.049404 
0.130000 0.326557 -0.049354 0.326557 -0.049354 
0.140000 0.326230 -0.049305 0.326230 -0.049305 
0.150000 0.325904 -0.049256 0.325904 -0.049256 
0.160000 0.325578 -0.049206 0.325578 -0.049206 
0.170000 0.325253 -0.049157 0.325253 -0.049157 
0.180000 0.324928 -0.049108 0.324928 -0.049108 
0.190000 0.324603 -0.049059 0.324603 -0.049059 
0.200000 0.324279 -0.049010 0.324279 -0.049010 
0.210000 0.323955 -0.048961 0.323955 -0.048961 
0.220000 0.323631 -0.048912 0.323631 -0.048912 
0.230000 0.323307 -0.048863 0.323307 -0.048863 
0.240000 0.322984 -0.048814 0.322984 -0.048814 
0.250000 0.322661 -0.048765 0.322661 -0.048765 
0.260000 0.322339 -0.048717 0.322339 -0.048717 
0.270000 0.322017 -0.048668 0.322017 -0.048668 
0.280000 0.321695 -0.048619 0.321695 -0.048619 
0.290000 0.321373 -0.048571 0.321373 -0.048571 
0.300000 0.321052 -0.048522 0.321052 -0.048522 
0.310000 0.320731 -0.048474 0.320731 -0.048474 
0.320000 0.320411 -0.048425 0.320411 -0.048425 
0.330000 0.320090 -0.048377 0.320090 -0.048377 
0.340000 0.319770 -0.048329 0.319770 -0.048329 
0.350000 0.319451 -0.048280 0.319451 -0.048280 
0.360000 0.319132 -0.048232 0.319132 -0.048232 
0.370000 0.318813 -0.048184 0.318813 -0.048184 
0.380000 0.318494 -0.048136 0.318494 -0.048136 
0.390000 0.318176 -0.048088 0.318176 -0.048088 
0.400000 0.317858 -0.048039 0.317858 -0.048039 
0.410000 0.317540 -0.047991 0.317540 -0.047991 
0.420000 0.317222 -0.047943 0.317222 -0.047943 
0.430000 0.316905 -0.047896 0.316905 -0.047896 
0.440000 0.316589 -0.047848 0.316589 -0.047848 
0.450000 0.316272 -0.047800 0.316272 -0.047800 
0.460000 0.315956 -0.047752 0.315956 -0.047752 
0.470000 0.315640 -0.047704 0.315640 -0.047704 
0.480000 0.315325 -0.047657 0.315325 -0.047657 
0.490000 0.315010 -0.047609 0.315010 -0.047609 
0.500000 0.314695 -0.047561 0.314695 -0.047561 
0.510000 0.314380 -0.047514 0.314380 -0.047514 
0.520000 0.314066 -0.047466 0.314066 -0.047466 
0.530000 0.313752 -0.047419 0.313752 -0.047419 
0.540000 0.313439 -0.047372 0.313439 -0.047372 
0.550000 0.313125 -0.047324 0.313125 -0.047324 
0.560000 0.312812 -0.047277 0.312812 -0.047277 
0.570000 0.312500 -0.047230 0.312500 -0.047230 
0.580000 0.312187 -0.047182 0.312187 -0.047182 
0.590000 0.311875 -0.047135 0.311875 -0.047135 
0.600000 0.311564 -0.047088 0.311564 -0.047088 
0.610000 0.311252 -0.047041 0.311252 -0.047041 
0.620000 0.310941 -0.046994 0.310941 -0.046994 
0.630000 0.310630 -0.046947 0.310630 -0.046947 
0.640000 0.310320 -0.046900 0.310320 -0.046900 
0.650000 0.310010 -0.046853 0.310010 -0.046853 
0.660000 0.309700 -0.046807 0.309700 -0.046807 
0.670000 0.309390 -0.046760 0.309390 -0.046760 
