-400.00000000 -400.00000000 41.06309336
-400.00000000 -390.00000000 44.22235668
-400.00000000 -380.00000000 47.61745456
-400.00000000 -370.00000000 51.27758875
-400.00000000 -360.00000000 55.35875219
-400.00000000 -350.00000000 60.07765160
-400.00000000 -340.00000000 65.59793188
-400.00000000 -330.00000000 71.96395009
-400.00000000 -320.00000000 79.14722937
-400.00000000 -310.00000000 87.18161674
-400.00000000 -300.00000000 96.28399948
-400.00000000 -290.00000000 106.85682699
-400.00000000 -280.00000000 119.35718822
-400.00000000 -270.00000000 134.13066854
-400.00000000 -260.00000000 151.35103380
-400.00000000 -250.00000000 171.12728837
-400.00000000 -240.00000000 193.68082568
-400.00000000 -230.00000000 219.37669635
-400.00000000 -220.00000000 248.42786730
-400.00000000 -210.00000000 280.29570192
-400.00000000 -200.00000000 313.07118557
-400.00000000 -190.00000000 343.25954103
-400.00000000 -180.00000000 366.27799659
-400.00000000 -170.00000000 377.63565246
-400.00000000 -160.00000000 374.37443961
-400.00000000 -150.00000000 356.14431398
-400.00000000 -140.00000000 325.40522306
-400.00000000 -130.00000000 286.64610667
-400.00000000 -120.00000000 244.97300691
-400.00000000 -110.00000000 204.69021940
-400.00000000 -100.00000000 168.43988613
-400.00000000 -90.00000000 137.13062550
-400.00000000 -80.00000000 110.48176946
-400.00000000 -70.00000000 87.76307298
-400.00000000 -60.00000000 68.33017385
-400.00000000 -50.00000000 51.78393692
-400.00000000 -40.00000000 37.84550030
-400.00000000 -30.00000000 26.17561210
-400.00000000 -20.00000000 16.32268114
-400.00000000 -10.00000000 7.82991645
-400.00000000 0.00000000 0.39644692
-400.00000000 10.00000000 -6.03951684
-400.00000000 20.00000000 -11.34896613
-400.00000000 30.00000000 -15.34018756
-400.00000000 40.00000000 -17.86800693
-400.00000000 50.00000000 -18.86368968
-400.00000000 60.00000000 -18.30511362
-400.00000000 70.00000000 -16.19740594
-400.00000000 80.00000000 -12.61496351
-400.00000000 90.00000000 -7.78721307
-400.00000000 100.00000000 -2.15358878
-400.00000000 110.00000000 3.68182420
-400.00000000 120.00000000 9.09955384
-400.00000000 130.00000000 13.64476850
-400.00000000 140.00000000 17.13684452
-400.00000000 150.00000000 19.65005520
-400.00000000 160.00000000 21.38941423
-400.00000000 170.00000000 22.54802238
-400.00000000 180.00000000 23.23170161
-400.00000000 190.00000000 23.47837723
-400.00000000 200.00000000 23.33011017
-400.00000000 210.00000000 22.88583434
-400.00000000 220.00000000 22.29010579
-400.00000000 230.00000000 21.67098469
-400.00000000 240.00000000 21.08145244
-400.00000000 250.00000000 20.49310484
-400.00000000 260.00000000 19.84647670
-400.00000000 270.00000000 19.11694672
-400.00000000 280.00000000 18.34471112
-400.00000000 290.00000000 17.60812681
-400.00000000 300.00000000 16.96532391
-400.00000000 310.00000000 16.41265908
-400.00000000 320.00000000 15.89274610
-400.00000000 330.00000000 15.34385886
-400.00000000 340.00000000 14.74995850
-400.00000000 350.00000000 14.15178568
-400.00000000 360.00000000 13.61195854
-400.00000000 370.00000000 13.16377419
-400.00000000 380.00000000 12.78514284
-400.00000000 390.00000000 12.41749497

-390.00000000 -400.00000000 44.01565650
-390.00000000 -390.00000000 47.40427397
-390.00000000 -380.00000000 51.04597835
-390.00000000 -370.00000000 54.97195998
-390.00000000 -360.00000000 59.34954646
-390.00000000 -350.00000000 64.41137741
-390.00000000 -340.00000000 70.33327134
-390.00000000 -330.00000000 77.16302116
-390.00000000 -320.00000000 84.87012270
-390.00000000 -310.00000000 93.49081959
-390.00000000 -300.00000000 103.25779490
-390.00000000 -290.00000000 114.60306703
-390.00000000 -280.00000000 128.01757667
-390.00000000 -270.00000000 143.87280143
-390.00000000 -260.00000000 162.35584229
-390.00000000 -250.00000000 183.58421485
-390.00000000 -240.00000000 207.79608854
-390.00000000 -230.00000000 235.38415064
-390.00000000 -220.00000000 266.57845965
-390.00000000 -210.00000000 300.80289871
-390.00000000 -200.00000000 336.01042769
-390.00000000 -190.00000000 368.45090112
-390.00000000 -180.00000000 393.20437753
-390.00000000 -170.00000000 405.44713605
-390.00000000 -160.00000000 401.99884738
-390.00000000 -150.00000000 382.47795711
-390.00000000 -140.00000000 349.52006993
-390.00000000 -130.00000000 307.94086720
-390.00000000 -120.00000000 263.22098043
-390.00000000 -110.00000000 219.98248216
-390.00000000 -100.00000000 181.06425189
-390.00000000 -90.00000000 147.44428624
-390.00000000 -80.00000000 118.82322406
-390.00000000 -70.00000000 94.41823310
-390.00000000 -60.00000000 73.53801938
-390.00000000 -50.00000000 55.75418509
-390.00000000 -40.00000000 40.76728246
-390.00000000 -30.00000000 28.21289958
-390.00000000 -20.00000000 17.60583625
-390.00000000 -10.00000000 8.45508474
-390.00000000 0.00000000 0.43683207
-390.00000000 10.00000000 -6.51615805
-390.00000000 20.00000000 -12.26621053
-390.00000000 30.00000000 -16.60799105
-390.00000000 40.00000000 -19.38539970
-390.00000000 50.00000000 -20.52321162
-390.00000000 60.00000000 -19.99470207
-390.00000000 70.00000000 -17.80087121
-390.00000000 80.00000000 -14.01612465
-390.00000000 90.00000000 -8.88142996
-390.00000000 100.00000000 -2.86462209
-390.00000000 110.00000000 3.38729762
-390.00000000 120.00000000 9.20811805
-390.00000000 130.00000000 14.10621968
-390.00000000 140.00000000 17.88330016
-390.00000000 150.00000000 20.61482679
-390.00000000 160.00000000 22.51756220
-390.00000000 170.00000000 23.79665827
-390.00000000 180.00000000 24.56451685
-390.00000000 190.00000000 24.86119240
-390.00000000 200.00000000 24.73142109
-390.00000000 210.00000000 24.28114971
-390.00000000 220.00000000 23.66550881
-390.00000000 230.00000000 23.02216352
-390.00000000 240.00000000 22.40834897
-390.00000000 250.00000000 21.79394183
-390.00000000 260.00000000 21.11534986
-390.00000000 270.00000000 20.34623965
-390.00000000 280.00000000 19.52980278
-390.00000000 290.00000000 18.75025529
-390.00000000 300.00000000 18.07020454
-390.00000000 310.00000000 17.48599354
-390.00000000 320.00000000 16.93621702
-390.00000000 330.00000000 16.35468934
-390.00000000 340.00000000 15.72417204
-390.00000000 350.00000000 15.08837198
-390.00000000 360.00000000 14.51455674
-390.00000000 370.00000000 14.03860379
-390.00000000 380.00000000 13.63695394
-390.00000000 390.00000000 13.24682410

-380.00000000 -400.00000000 47.18455876
-380.00000000 -390.00000000 50.81951982
-380.00000000 -380.00000000 54.72611086
-380.00000000 -370.00000000 58.93764537
-380.00000000 -360.00000000 63.63362543
-380.00000000 -350.00000000 69.06382242
-380.00000000 -340.00000000 75.41715853
-380.00000000 -330.00000000 82.74513883
-380.00000000 -320.00000000 91.01508685
-380.00000000 -310.00000000 100.26581532
-380.00000000 -300.00000000 110.74697820
-380.00000000 -290.00000000 122.92238765
-380.00000000 -280.00000000 137.31941054
-380.00000000 -270.00000000 154.33741745
-380.00000000 -260.00000000 174.17790966
-380.00000000 -250.00000000 196.96761202
-380.00000000 -240.00000000 222.96279277
-380.00000000 -230.00000000 252.58594999
-380.00000000 -220.00000000 286.08568423
-380.00000000 -210.00000000 322.84581743
-380.00000000 -200.00000000 360.67116023
-380.00000000 -190.00000000 395.53716302
-380.00000000 -180.00000000 422.16132369
-380.00000000 -170.00000000 435.36176814
-380.00000000 -160.00000000 431.71865237
-380.00000000 -150.00000000 410.81589403
-380.00000000 -140.00000000 375.47738669
-380.00000000 -130.00000000 330.86976836
-380.00000000 -120.00000000 282.87635918
-380.00000000 -110.00000000 236.46107993
-380.00000000 -100.00000000 194.67464719
-380.00000000 -90.00000000 158.56996277
-380.00000000 -80.00000000 127.82779860
-380.00000000 -70.00000000 101.60891515
-380.00000000 -60.00000000 79.17162211
-380.00000000 -50.00000000 60.05609236
-380.00000000 -40.00000000 43.94076931
-380.00000000 -30.00000000 30.43420292
